StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent Form,Q2,Q3,Q4,Q2,Q3,Q4,Q2,Q3,Q4,Q5,Q5_5_TEXT,Q6,Q6_5_TEXT,Q7,Q8,Q8_4_TEXT,ConditionAssigned
2024-03-12 21:21:59,2024-03-12 21:23:59,0,24.114.39.53,100,119,1,2024-03-12 21:24:00,R_3neCpmy00f3CqJj,,,,,49.2185,-123.034,anonymous,EN,1,,,,4,5,6,,,,1,,2,,"21 ","1,2,3",,Loss
2024-03-12 21:38:13,2024-03-12 21:39:47,0,64.180.146.51,100,93,1,2024-03-12 21:39:48,R_7niLWxKVws6dFMN,,,,,49.2624,-123.1604,anonymous,EN,1,2,3,6,,,,,,,1,,2,,29,4,Social image of using reusable mug (as opposed to being perceived as non-environmentally conscious with a single use mug),Gain
2024-03-12 21:30:25,2024-03-12 22:04:40,0,128.189.184.209,100,2055,1,2024-03-12 22:04:41,R_1rsl5O1fUZbyBCV,,,,,49.4645,-122.84,anonymous,EN,1,,,,,,,1,1,1,1,,1,,22,4,"i’m highly unlikely to change this consumption ",Control
2024-03-12 22:24:36,2024-03-12 22:26:36,0,24.85.246.156,100,120,1,2024-03-12 22:26:37,R_2KZtSnJcTmzqakx,,,,,49.279,-123.1921,anonymous,EN,1,,,,4,1,1,,,,1,,1,,21,"1,2",,Loss
2024-03-12 22:32:32,2024-03-12 22:34:10,0,184.151.230.27,100,97,1,2024-03-12 22:34:11,R_3D0yQckLdTNPisS,,,,,49.2286,-122.9317,anonymous,EN,1,,,,,,,2,5,6,1,,1,,23,"1,2",,Control
2024-03-12 22:33:40,2024-03-12 22:36:19,0,70.66.225.184,100,158,1,2024-03-12 22:36:19,R_2hYF2B3pjNCqbdN,,,,,48.4808,-123.3165,anonymous,EN,1,,,,2,7,2,,,,4,,2,,21,"1,3",,Loss
2024-03-12 23:21:51,2024-03-12 23:23:26,0,173.181.107.108,100,95,1,2024-03-12 23:23:27,R_3dAMuka0WEL5e8m,,,,,49.2732,-123.0124,anonymous,EN,1,2,2,6,,,,,,,1,,2,,27,"1,2,3",,Gain
2024-03-12 23:53:35,2024-03-12 23:54:47,0,116.105.19.102,100,71,1,2024-03-12 23:54:47,R_42SEOynLeNfpob0,,,,,16.0685,108.2215,anonymous,EN,1,1,7,7,,,,,,,4,,2,,23,1,,Gain
2024-03-13 00:02:04,2024-03-13 00:03:30,0,50.92.151.166,100,86,1,2024-03-13 00:03:31,R_3GDeH952U9AnE81,,,,,49.2359,-123.153,anonymous,EN,1,,,,5,4,5,,,,5,,2,,,1,,Loss
2024-03-13 00:07:07,2024-03-13 00:08:18,0,23.16.136.85,100,70,1,2024-03-13 00:08:18,R_7lGIzWRUpQkK2Yj,,,,,49.279,-123.1921,anonymous,EN,1,,,,,,,1,6,3,1,,2,,19,"1,3",,Control
2024-03-13 00:23:09,2024-03-13 00:26:36,0,70.68.17.199,100,206,1,2024-03-13 00:26:36,R_1GE3pwMfaG8DBJs,,,,,49.222,-122.6181,anonymous,EN,1,,,,6,2,1,,,,1,,2,,21,2,,Loss
2024-03-13 04:13:26,2024-03-13 04:14:49,0,206.87.154.34,100,82,1,2024-03-13 04:14:50,R_3cLtaPtGCZVj9Lz,,,,,49.4645,-122.84,anonymous,EN,1,1,1,1,,,,,,,1,,1,,21,"1,3",,Gain
2024-03-13 11:17:06,2024-03-13 11:18:04,0,70.79.160.237,100,57,1,2024-03-13 11:18:05,R_23gt5PZ3pzJCZTm,,,,,49.2246,-123.0711,anonymous,EN,1,,,,,,,4,5,6,1,,2,,22,1,,Control
2024-03-13 11:20:52,2024-03-13 11:24:56,0,142.244.5.54,100,243,1,2024-03-13 11:24:56,R_1Z6CEVDSPMGMndv,,,,,53.52,-113.5319,anonymous,EN,1,3,2,2,,,,,,,4,,2,,21,4,"Convenience ",Gain
2024-03-13 14:50:05,2024-03-13 14:50:57,0,72.143.236.234,100,51,1,2024-03-13 14:50:58,R_5eS3YxVk6UzgiFw,,,,,49.245,-123.1337,anonymous,EN,1,,,,3,5,5,,,,1,,2,,21,"1,2",,Loss
2024-03-06 18:34:16,2024-03-06 18:35:03,0,184.151.230.25,53,46,0,2024-03-13 19:35:05,R_1ourZDKzXf0Qcug,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,Gain
2024-03-13 19:52:41,2024-03-13 19:54:26,0,67.193.138.83,100,104,1,2024-03-13 19:54:26,R_2DtjbpYnxTylvoj,,,,,44.2983,-76.4323,anonymous,EN,1,,,,,,,1,3,3,1,,1,,21,"1,2",,Control
2024-03-14 00:49:57,2024-03-14 00:51:01,0,174.7.189.118,100,64,1,2024-03-14 00:51:01,R_1MZqxvJgQqTZRmh,,,,,49.2825,-123.1291,anonymous,EN,1,,,,6,7,2,,,,1,,2,,21,"1,2",,Loss
2024-03-14 05:04:10,2024-03-14 05:04:55,0,185.237.102.50,100,44,1,2024-03-14 05:04:55,R_6XcaTRkm0x99TYz,,,,,52.3182,4.951,anonymous,EN,1,,,,,,,3,3,1,1,,2,,21,"1,2",,Control
2024-03-07 12:14:45,2024-03-07 12:14:50,0,128.189.66.145,53,5,0,2024-03-14 13:14:53,R_19pIqBIn62gem7D,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,Gain
2024-03-14 14:50:46,2024-03-14 14:51:58,0,128.189.82.113,100,71,1,2024-03-14 14:51:58,R_5BSjI25nHfKqBeu,,,,,49.4645,-122.84,anonymous,EN,1,2,5,3,,,,,,,1,,2,,21,1,,Gain
2024-03-14 14:51:22,2024-03-14 14:52:06,0,70.79.140.113,100,43,1,2024-03-14 14:52:07,R_1CZYO8n929u2Hax,,,,,49.2492,-123.1924,anonymous,EN,1,,,,,,,4,5,1,1,,1,,22,2,,Control
2024-03-14 15:05:26,2024-03-14 15:07:50,0,99.199.89.6,100,144,1,2024-03-14 15:07:51,R_310ycPSeV3cxPsw,,,,,49.2624,-123.1604,anonymous,EN,1,,,,2,7,7,,,,4,,2,,56,3,,Loss
2024-03-14 15:37:07,2024-03-14 15:38:01,0,206.87.154.90,100,53,1,2024-03-14 15:38:02,R_6M6bN1l1PUZjy2X,,,,,49.4645,-122.84,anonymous,EN,1,,,,2,7,6,,,,1,,1,,21,"1,2",,Loss
2024-03-14 16:30:24,2024-03-14 16:31:25,0,206.87.99.111,100,61,1,2024-03-14 16:31:26,R_5EL8weRJtNEFwbN,,,,,49.4645,-122.84,anonymous,EN,1,1,7,6,,,,,,,1,,2,,19,"1,2,3",,Gain
2024-03-14 17:16:16,2024-03-14 17:17:21,0,99.231.78.107,100,65,1,2024-03-14 17:17:22,R_2vgH598dgkQKCJP,,,,,43.6693,-79.3158,anonymous,EN,1,,,,,,,1,1,1,1,,1,,21,"2,3",,Control
2024-03-14 17:19:01,2024-03-14 17:20:14,0,128.189.211.132,100,73,1,2024-03-14 17:20:15,R_7rINRH2pkYPSc6E,,,,,49.4645,-122.84,anonymous,EN,1,3,6,6,,,,,,,1,,2,,19,"1,2",,Gain
2024-03-14 17:18:05,2024-03-14 17:20:21,0,104.28.116.19,100,136,1,2024-03-14 17:20:22,R_32MmdnSqaVCC8RF,,,,,49.2958,-123.141,anonymous,EN,1,,,,,,,5,6,5,1,,2,,I9,"1,2,3",,Control
2024-03-14 17:21:33,2024-03-14 17:23:02,0,206.12.54.19,100,88,1,2024-03-14 17:23:02,R_3vLMYuVtcspiTvz,,,,,49.1888,-122.8439,anonymous,EN,1,,,,1,3,1,,,,1,,2,,20,"1,2,3",,Loss
2024-03-14 17:21:34,2024-03-14 17:23:08,0,206.12.14.171,100,93,1,2024-03-14 17:23:08,R_5pVZ5IQLtQBSxcR,,,,,49.4645,-122.84,anonymous,EN,1,,,,6,4,4,,,,1,,2,,20,3,,Loss
2024-03-14 17:24:04,2024-03-14 17:26:04,0,104.28.116.19,100,119,1,2024-03-14 17:26:05,R_5dhZLkcD1rsP5tu,,,,,49.2958,-123.141,anonymous,EN,1,,,,,,,3,4,1,1,,4,,20,"2,3",,Control
2024-03-14 17:25:28,2024-03-14 17:27:13,0,206.12.71.9,100,105,1,2024-03-14 17:27:14,R_3dXZv1N6tygpQ4q,,,,,49.2584,-123.1456,anonymous,EN,1,2,1,1,,,,,,,1,,2,,20,3,,Gain
2024-03-14 17:26:48,2024-03-14 17:27:45,0,104.28.116.19,100,56,1,2024-03-14 17:27:45,R_1LwKbdHXeZIahxx,,,,,49.2958,-123.141,anonymous,EN,,,,,,,,,,,,,,,,,,
2024-03-14 17:27:32,2024-03-14 17:28:27,0,24.244.23.175,100,54,1,2024-03-14 17:28:27,R_2EubExUvabdrV8l,,,,,49.2526,-123.1236,anonymous,EN,1,,,,2,6,7,,,,1,,2,,18,"1,2",,Loss
2024-03-14 17:27:48,2024-03-14 17:28:40,0,104.28.116.19,100,51,1,2024-03-14 17:28:40,R_5wh0tLZcI0HSPUB,,,,,49.2958,-123.141,anonymous,EN,1,1,5,2,,,,,,,1,,1,,19,1,,Gain
2024-03-14 17:28:07,2024-03-14 17:29:26,0,23.16.29.214,100,78,1,2024-03-14 17:29:27,R_5roR2BNFZQlL64I,,,,,49.279,-123.1921,anonymous,EN,1,,,,,,,3,5,5,1,,1,,24,"1,3",,Control
2024-03-14 17:30:05,2024-03-14 17:31:30,0,206.87.107.125,100,85,1,2024-03-14 17:31:31,R_3rkzAPyGiwCgFLU,,,,,49.4645,-122.84,anonymous,EN,1,,,,,,,2,6,2,1,,1,,24,3,,Control
2024-03-14 17:41:54,2024-03-14 17:43:05,0,206.87.135.11,100,70,1,2024-03-14 17:43:05,R_1iRak0R0GUemJjk,,,,,49.4645,-122.84,anonymous,EN,1,,,,7,7,7,,,,1,,2,,22,2,,Loss
2024-03-14 17:44:20,2024-03-14 17:45:41,0,184.151.230.114,100,80,1,2024-03-14 17:45:41,R_5fivjVnB4bHoufy,,,,,49.2286,-122.9317,anonymous,EN,1,7,7,5,,,,,,,5,,1,,24,1,,Gain
2024-03-14 17:47:49,2024-03-14 17:49:29,0,128.189.79.2,100,99,1,2024-03-14 17:49:29,R_5pxnxshiffzOmsE,,,,,49.4645,-122.84,qr,EN,1,,,,,,,2,6,6,1,,2,,20,"2,3",,Control
2024-03-14 17:49:21,2024-03-14 17:49:48,0,104.28.116.18,100,27,1,2024-03-14 17:49:49,R_26fnMiOd6cyliwH,,,,,49.2958,-123.141,qr,EN,2,,,,,,,,,,,,,,,,,
2024-03-14 17:48:59,2024-03-14 17:50:59,0,166.198.198.40,100,120,1,2024-03-14 17:50:59,R_2UhdYV0GluzxroC,,,,,38.1912,-85.7828,anonymous,EN,1,,,,3,5,5,,,,1,,2,,20,"1,2",,Loss
2024-03-14 17:50:09,2024-03-14 17:51:07,0,128.189.207.43,100,57,1,2024-03-14 17:51:07,R_8OkgrACH0vqBe0N,,,,,49.4645,-122.84,anonymous,EN,1,6,5,3,,,,,,,1,,2,,21,1,,Gain
2024-03-14 17:51:28,2024-03-14 17:52:43,0,209.52.88.163,100,75,1,2024-03-14 17:52:44,R_7g4VgMcH7Svl9U5,,,,,49.1865,-122.8772,qr,EN,1,,,,2,6,5,,,,1,,2,,22,"1,2,3",,Loss
2024-03-14 17:52:33,2024-03-14 17:54:03,0,206.12.165.78,100,89,1,2024-03-14 17:54:04,R_3gEKd49f3dsh4U9,,,,,49.2301,-123.0869,anonymous,EN,1,,,,2,3,3,,,,1,,2,,21,3,,Loss
2024-03-14 17:47:50,2024-03-14 17:54:17,0,206.87.101.189,100,386,1,2024-03-14 17:54:17,R_7z8eLXyOsJt13Uk,,,,,49.4645,-122.84,anonymous,EN,1,,,,,,,4,2,1,1,,1,,22,"1,2,3",,Control
2024-03-14 17:55:03,2024-03-14 17:55:18,0,209.52.88.43,100,15,1,2024-03-14 17:55:19,R_7fdhgwlT77Jeymj,,,,,49.1865,-122.8772,anonymous,EN,2,,,,,,,,,,,,,,,,,
2024-03-14 17:55:12,2024-03-14 17:56:30,0,206.12.14.198,100,77,1,2024-03-14 17:56:30,R_5SdhHiAM1BhH54p,,,,,49.4645,-122.84,anonymous,EN,1,,,,,,,1,3,2,1,,2,,19,"1,2",,Control
2024-03-14 17:55:28,2024-03-14 17:56:49,0,206.87.101.189,100,80,1,2024-03-14 17:56:49,R_5dNvg2BuZrg5Kss,,,,,49.4645,-122.84,anonymous,EN,1,5,3,5,,,,,,,1,,2,,19,"1,2",,Gain
2024-03-14 17:57:21,2024-03-14 18:01:41,0,206.87.101.189,100,259,1,2024-03-14 18:01:41,R_7QLFJi1nHrw9V2P,,,,,49.4645,-122.84,anonymous,EN,1,,,,4,7,6,,,,1,,4,,20,1,,Loss
2024-03-14 18:00:16,2024-03-14 18:01:49,0,166.198.202.44,100,93,1,2024-03-14 18:01:49,R_57WYmPRzXDSeSKR,,,,,38.1866,-85.6529,anonymous,EN,1,,,,,,,2,4,4,1,,1,,19,3,,Control
2024-03-14 18:00:37,2024-03-14 18:01:51,0,128.189.150.49,100,73,1,2024-03-14 18:01:51,R_1R8E8XTlpyqAXLP,,,,,49.4645,-122.84,anonymous,EN,1,2,3,4,,,,,,,1,,2,,20,2,,Gain
2024-03-14 18:01:39,2024-03-14 18:03:26,0,24.85.241.70,100,106,1,2024-03-14 18:03:27,R_6OW74jbYqKL3ikV,,,,,49.2293,-123.1882,anonymous,EN,1,1,1,1,,,,,,,1,,1,,21,4,"Substitute to convenience  ",Gain
2024-03-14 18:31:52,2024-03-14 18:33:03,0,216.232.213.144,100,70,1,2024-03-14 18:33:03,R_5AjjRK492Lljyxz,,,,,49.0982,-123.0316,anonymous,EN,1,,,,3,6,5,,,,1,,1,,22,1,,Loss
2024-03-14 18:40:27,2024-03-14 18:42:22,0,199.7.159.26,100,115,1,2024-03-14 18:42:22,R_5o7G9oVfLl8H9xw,,,,,53.5951,-113.4096,anonymous,EN,1,,,,,,,4,5,4,1,,2,,21,"2,3",,Control
2024-03-14 18:43:39,2024-03-14 18:46:40,0,206.87.155.136,100,181,1,2024-03-14 18:46:41,R_3nHJrQkcD2nf1IM,,,,,49.2155,-123.1427,anonymous,EN,1,,,,5,3,2,,,,1,,2,,20,2,,Loss
2024-03-14 18:32:54,2024-03-14 20:06:31,0,72.143.238.38,100,5616,1,2024-03-14 20:06:32,R_78HQ71fTuW0awFb,,,,,49.245,-123.1337,anonymous,EN,1,,,,,,,1,6,6,1,,1,,21,"1,2,3",,Control
2024-03-14 22:34:47,2024-03-14 22:35:36,0,128.189.194.153,100,49,1,2024-03-14 22:35:37,R_7mmkGU11fel5e6J,,,,,49.4645,-122.84,anonymous,EN,1,6,6,5,,,,,,,1,,2,,21,"1,2",,Gain
2024-03-15 08:16:19,2024-03-15 08:17:53,0,72.143.220.221,100,93,1,2024-03-15 08:17:53,R_3E02UFF150agytV,,,,,49.245,-123.1337,anonymous,EN,1,,,,,,,2,5,5,1,,2,,19,"1,2",,Control
2024-03-16 10:08:15,2024-03-16 10:10:40,0,128.189.215.197,100,145,1,2024-03-16 10:10:41,R_3AJHwuxmhY4zp0R,,,,,49.4645,-122.84,anonymous,EN,1,5,5,3,,,,,,,1,,1,,21,"1,2,3",,Gain
2024-03-16 10:50:20,2024-03-16 10:50:55,0,128.189.138.117,100,35,1,2024-03-16 10:50:56,R_2sh9aB8AOECQhYv,,,,,49.4645,-122.84,anonymous,EN,1,,,,,,,3,1,1,1,,2,,22,1,,Control
2024-03-16 17:07:00,2024-03-16 17:07:51,0,206.87.198.67,100,50,1,2024-03-16 17:07:52,R_5m0lnPzpem8Z0M9,,,,,49.4645,-122.84,anonymous,EN,1,,,,5,1,1,,,,1,,2,,21,"1,2",,Loss
2024-03-16 17:52:55,2024-03-16 17:53:56,0,72.143.236.158,100,60,1,2024-03-16 17:53:56,R_5efOR25E4CRXPW6,,,,,49.245,-123.1337,anonymous,EN,1,,,,2,3,2,,,,1,,1,,20,3,,Loss
2024-03-17 01:46:51,2024-03-17 01:47:41,0,128.189.146.130,100,49,1,2024-03-17 01:47:42,R_7HjVpX6tsulNlqZ,,,,,49.4645,-122.84,anonymous,EN,1,5,5,5,,,,,,,1,,2,,21,"1,2",,Gain
2024-03-10 12:18:59,2024-03-10 12:19:56,0,206.87.132.39,53,56,0,2024-03-17 12:19:59,R_7CNdtdw6qqwMGcc,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,Loss
2024-03-17 17:50:23,2024-03-17 17:51:55,0,173.181.43.68,100,91,1,2024-03-17 17:51:55,R_8VPQF9ai6Lrhbax,,,,,49.1378,-122.8521,anonymous,EN,1,,,,,,,1,1,1,1,,2,,20,2,,Control
2024-03-17 18:43:19,2024-03-17 18:46:04,0,206.87.114.131,100,165,1,2024-03-17 18:46:04,R_7t3YFsezgAn8QQU,,,,,49.4645,-122.84,anonymous,EN,1,,,,4,1,3,,,,1,,1,,21,4,"Nothing. Often I don't pay explicity for it, it will come served in the cup. ",Loss
2024-03-17 19:18:18,2024-03-17 19:19:07,0,192.47.255.14,100,49,1,2024-03-17 19:19:07,R_3aOKRatgTlSR240,,,,,49.2286,-122.9317,anonymous,EN,1,7,5,3,,,,,,,1,,1,,19,3,,Gain
2024-03-18 08:49:43,2024-03-18 08:51:05,0,217.178.28.178,100,81,1,2024-03-18 08:51:05,R_4dh8hABCGlhs8ka,,,,,35.6837,139.6805,anonymous,EN,1,1,1,1,,,,,,,5,Alumni,1,,24,4,Increasing the price of single use cups above $1,Gain
2024-03-18 13:15:14,2024-03-18 13:16:36,0,24.85.237.243,100,82,1,2024-03-18 13:16:37,R_7iOOHIfY3kuYfsN,,,,,49.2624,-123.1604,anonymous,EN,1,,,,5,1,1,,,,1,,1,,21,1,,Loss
2024-03-18 19:28:34,2024-03-18 19:31:03,0,206.87.214.163,100,148,1,2024-03-18 19:31:03,R_2TVrdoZHce4GmHf,,,,,49.4645,-122.84,anonymous,EN,1,,,,,,,1,3,4,1,,3,,22,"1,3",,Control
2024-03-19 16:54:21,2024-03-19 16:56:14,0,72.143.234.175,100,112,1,2024-03-19 16:56:15,R_1lyPKPbQyKnOxgL,,,,,49.245,-123.1337,qr,EN,1,,,,5,6,3,,,,5,Alumni,2,,27,2,,Loss
2024-03-19 17:02:27,2024-03-19 17:05:32,0,199.7.159.65,100,185,1,2024-03-19 17:05:33,R_4EXYtTp7Jko2RPY,,,,,49.245,-123.1337,qr,EN,1,6,5,1,,,,,,,1,,2,,23,"1,2",,Gain
2024-03-19 17:27:13,2024-03-19 17:28:37,0,104.28.116.18,100,84,1,2024-03-19 17:28:37,R_3gNKoWW5Nx9xkdG,,,,,49.2643,-123.0961,qr,EN,1,,,,6,5,2,,,,1,,2,,21,3,,Loss
2024-03-12 17:32:33,2024-03-12 17:32:41,0,184.151.230.29,53,7,0,2024-03-19 17:32:45,R_7OE4EQSl21NNwDD,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,Gain
2024-03-19 17:26:59,2024-03-19 17:39:11,0,184.151.230.28,100,731,1,2024-03-19 17:39:12,R_2LFjaboQ2ScU6f7,,,,,49.2246,-123.0711,qr,EN,1,,,,,,,4,4,4,1,,2,,24,1,,Control
2024-03-19 18:35:24,2024-03-19 18:37:23,0,64.180.125.7,100,118,1,2024-03-19 18:37:23,R_3uqhrW9mCDARILT,,,,,49.1049,-122.824,qr,EN,1,4,7,7,,,,,,,5,,2,,50,1,,Gain
2024-03-20 13:05:58,2024-03-20 13:09:33,0,72.143.216.46,100,214,1,2024-03-20 13:09:33,R_6YUNig3Nvbhqqkx,,,,,49.245,-123.1337,anonymous,EN,1,,,,1,1,2,,,,1,,2,,19,2,,Loss
2024-03-20 23:30:19,2024-03-20 23:31:26,0,70.79.128.152,100,66,1,2024-03-20 23:31:26,R_7P4XBGbvoiBY5n6,,,,,49.2492,-123.1924,anonymous,EN,1,1,5,5,,,,,,,1,,2,,20,"1,3",,Gain
2024-03-21 00:26:58,2024-03-21 00:27:52,0,172.218.166.164,100,53,1,2024-03-21 00:27:52,R_2ni9ZH97zp94Ypg,,,,,49.2624,-123.1604,anonymous,EN,1,,,,2,6,6,,,,1,,2,,35,"1,2,3",,Loss
2024-03-21 10:18:12,2024-03-21 10:19:44,0,108.180.92.165,100,91,1,2024-03-21 10:19:44,R_5MSX2yUx0HUEPTV,,,,,49.279,-123.1921,anonymous,EN,1,,,,,,,4,3,5,1,,2,,20,"1,2",,Control
2024-03-14 13:23:15,2024-03-14 13:23:26,0,206.87.222.154,53,10,0,2024-03-21 13:23:31,R_1FfHVKq1MqQYpm4,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,Gain
2024-03-21 16:55:25,2024-03-21 16:56:25,0,24.244.23.239,100,59,1,2024-03-21 16:56:26,R_21mB0xpLeso1tJY,,,,,49.2526,-123.1236,anonymous,EN,1,4,3,2,,,,,,,1,,1,,21,2,,Gain
2024-03-14 17:53:02,2024-03-14 17:53:43,0,206.87.120.126,76,41,0,2024-03-21 17:53:45,R_2zQudeHv4HmqmHf,,,,,,,qr,EN,1,2,6,6,,,,,,,,,,,,,,Gain
2024-03-14 17:46:41,2024-03-14 19:03:46,0,209.52.88.138,53,4624,0,2024-03-21 19:03:51,R_5aKPyVzVtIxs1ht,,,,,,,qr,EN,1,,,,,,,,,,,,,,,,,Gain
2024-03-15 00:40:06,2024-03-15 00:40:12,0,128.189.230.115,53,5,0,2024-03-22 00:40:14,R_2dSQq3izBuVYZR7,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,Loss
2024-03-23 13:07:22,2024-03-23 13:08:28,0,24.48.95.243,100,66,1,2024-03-23 13:08:29,R_35KIZlsYnw2Fz0w,,,,,45.504,-73.552,anonymous,EN,1,,,,6,7,6,,,,4,,2,,22,"1,3",,Loss
2024-03-23 13:26:52,2024-03-23 13:28:43,0,24.87.39.32,100,111,1,2024-03-23 13:28:44,R_8oGt3Hsw3KaWhEc,,,,,49.2246,-123.0711,anonymous,EN,1,4,3,1,,,,,,,4,,1,,22,2,,Gain
2024-03-23 13:30:19,2024-03-23 13:30:51,0,24.86.24.212,100,31,1,2024-03-23 13:30:52,R_1DTKTQhctusyKGn,,,,,49.2359,-123.153,anonymous,EN,,,,,,,,,,,,,,,,,,
2024-03-23 13:32:55,2024-03-23 13:34:16,0,206.87.152.167,100,81,1,2024-03-23 13:34:17,R_2sBtxZSnfMUXX8t,,,,,49.4645,-122.84,anonymous,EN,1,,,,,,,2,3,5,1,,2,,22,"1,2",,Control
2024-03-23 13:35:02,2024-03-23 13:35:42,0,67.191.158.128,100,39,1,2024-03-23 13:35:42,R_2fQ32XqSiO9qvgO,,,,,33.8508,-84.2863,anonymous,EN,1,,,,2,6,1,,,,4,,1,,21,2,,Loss
2024-03-23 14:02:04,2024-03-23 14:12:46,0,207.102.69.216,100,641,1,2024-03-23 14:12:47,R_5umEDIVNgkMbJ4J,,,,,49.1297,-123.1658,anonymous,EN,1,,,,,,,2,3,5,1,,2,,21,1,,Control
2024-03-23 15:31:50,2024-03-23 15:33:35,0,128.189.218.196,100,105,1,2024-03-23 15:33:35,R_3n332e97qrEyz3H,,,,,49.4645,-122.84,anonymous,EN,1,2,4,6,,,,,,,1,,1,,21,2,,Gain
2024-03-23 15:47:00,2024-03-23 15:48:37,0,24.71.244.82,100,97,1,2024-03-23 15:48:38,R_6rDcSYd6pIs7nIp,,,,,49.8149,-119.5181,anonymous,EN,1,,,,,,,1,4,1,1,,1,,22,4,,Control
2024-03-23 16:31:10,2024-03-23 16:35:31,0,108.180.41.110,100,261,1,2024-03-23 16:35:32,R_2WAPUy0PiOxKwlc,,,,,49.1865,-122.8772,anonymous,EN,1,,,,3,6,4,,,,4,,2,,21,"1,3",,Loss
2024-03-23 17:06:47,2024-03-23 17:08:35,0,50.92.150.239,100,108,1,2024-03-23 17:08:36,R_7DURDnArfCnT8do,,,,,49.2359,-123.153,anonymous,EN,1,3,7,3,,,,,,,1,,2,,22,1,,Gain
2024-03-16 17:47:55,2024-03-16 17:48:48,0,128.189.245.104,76,52,0,2024-03-23 17:48:49,R_3qklOoez5YdbGu3,,,,,,,anonymous,EN,1,,,,,,,4,2,2,,,,,,,,Control
2024-03-23 18:42:18,2024-03-23 18:45:04,0,109.175.185.189,100,166,1,2024-03-23 18:45:05,R_4mjXtYtqC6GcXQz,,,,,51.536,-0.0925,anonymous,EN,1,,,,5,6,4,,,,5,Alumni of UBC,1,,24,"1,2",,Loss
2024-03-23 21:04:32,2024-03-23 21:06:18,0,24.84.217.99,100,106,1,2024-03-23 21:06:19,R_7IFP5Ek1vGdEh50,,,,,49.2155,-123.1427,anonymous,EN,1,,,,,,,5,5,2,1,,1,,22,"2,3",,Control
2024-03-24 15:30:59,2024-03-24 15:32:02,0,142.179.5.201,100,63,1,2024-03-24 15:32:02,R_372OjAAkn1BHdxn,,,,,49.2492,-123.1924,anonymous,EN,1,,,,1,3,6,,,,1,,1,,21,"1,3",,Loss
2024-03-24 21:16:42,2024-03-24 21:17:39,0,69.144.29.106,100,57,1,2024-03-24 21:17:40,R_3ZJtShPZ9ZUbucE,,,,,48.1999,-114.3034,anonymous,EN,1,1,3,2,,,,,,,4,,1,,21,3,,Gain
2024-03-24 23:43:20,2024-03-24 23:44:00,0,50.92.3.240,100,39,1,2024-03-24 23:44:01,R_7TCNxKoeUcxmxpf,,,,,49.1378,-122.8521,anonymous,EN,1,,,,,,,1,1,1,1,,2,,20,2,,Control
2024-03-25 14:47:48,2024-03-25 14:49:11,0,69.196.89.210,100,82,1,2024-03-25 14:49:12,R_3ndyVTVz7skxxeG,,,,,49.2635,-122.9331,anonymous,EN,1,5,7,6,,,,,,,4,,2,,23,1,,Gain
2024-03-26 00:51:03,2024-03-26 00:52:32,0,50.68.44.187,100,88,1,2024-03-26 00:52:32,R_30quKLZZ2ltGwLv,,,,,49.2514,-123.0972,anonymous,EN,1,,,,3,,1,,,,4,,1,,"21 ","1,2",,Loss
2024-03-26 10:30:43,2024-03-26 10:32:00,0,172.218.167.41,100,76,1,2024-03-26 10:32:00,R_7qg7kyhmuBrYNVa,,,,,49.2624,-123.1604,anonymous,EN,1,,,,,,,2,5,4,1,,1,,21,1,,Control
2024-03-26 11:45:49,2024-03-26 11:48:02,0,108.172.128.195,100,133,1,2024-03-26 11:48:03,R_5f8dYQR4Fl7UlY7,,,,,49.2624,-123.1604,anonymous,EN,1,,,,4,4,3,,,,4,,2,,20,"1,4",More places accepting customers using their own cups/mugs,Loss
2024-03-26 12:16:10,2024-03-26 12:18:40,0,50.92.83.65,100,150,1,2024-03-26 12:18:41,R_3pnXLAbZ9lO2JX5,,,,,49.2301,-123.0869,anonymous,EN,1,,,,,,,1,3,1,1,,1,,22,"1,2",,Control
2024-03-26 13:04:18,2024-03-26 13:06:02,0,130.113.109.126,100,103,1,2024-03-26 13:06:03,R_3GnfK43eF2Rtwrf,,,,,43.2642,-79.9143,anonymous,EN,1,1,5,2,,,,,,,4,,2,,20,"1,2",,Gain
2024-03-26 14:07:05,2024-03-26 14:08:45,0,128.189.209.159,100,100,1,2024-03-26 14:08:46,R_7EGp9PfhEOCV5h8,,,,,49.4645,-122.84,anonymous,EN,1,,,,5,6,6,,,,1,,1,,23,"3,4",I already try to avoid using single-use cups,Loss
2024-03-19 16:52:41,2024-03-19 16:52:51,0,128.189.215.42,53,9,0,2024-03-26 16:52:57,R_2Vu0zXddhxrZfVf,,,,,,,qr,EN,1,,,,,,,,,,,,,,,,,Control
